titolo,descrizione,path_immagine,link_articolo,data
L'incedio dell'hotel Balkan,L'hotel Balkan fu dato fuoco da un gruppo di fascisti. L'evento divenne negli anni il simbolo dell'inizio delle persecuzioni fascisti nei confronti delle comunità slovene e croate di Trieste.,https://www.ilprimatonazionale.it/wp-content/uploads/2018/07/incendio-hotel-balkan.jpg,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.rainews.it/dl/rainews/media/13-luglio-1920-L-incendio-de-Narodni-dom-1d67d80f-4036-4807-af6a-849bc91d66ae.html&ved=2ahUKEwjQ7JKfxJr0AhXJ3J4KHdIzBloQFnoECBsQAQ&sqi=2&usg=AOvVaw1Ew1LekJvxLZ3yi1cGs7Yk,1920/07/13
Il libro Storia d'Europa, Nel secolo decimo nono di Benedetto Croce è condannato e messo all'Indice dei libri proibiti dalla chiesa,https://i.ebayimg.com/images/g/zW0AAOSwsaRfzj73/s-l400.jpg,https://it.m.wikipedia.org/wiki/Indice_dei_libri_proibiti,1932/07/13
L'assassinio di Paolo Borsellino,"Il magistrato Paolo Borsellino, venne ucciso con l'utilizzo di un Autobomba con all'interno Semtex e TNT di stampo terroristico-mafioso, avvenuto il 19 luglio 1992 in Via Marianio  D'Amelio a Palermo.",https://biografieonline.it/img/bio/p/Paolo_Borsellino.jpg,https://it.m.wikipedia.org/wiki/Strage_di_via_D%27Amelio,1992/07/19
Il Bombardamento di Roma,"Il primo bombardamento di Roma avvenne il 19 luglio del 1943, durante la seconda guerra mondiale. Il luogo più noto durante il bombardamento è il quartiere di San Lorenzo.",https://www.avvenire.it/c/2018/PublishingImages/64d003d571df41e5a9e263a6029f2d17/lorenzo.jpg?width=1024,https://it.m.wikipedia.org/wiki/Bombardamento_di_Roma,1943/07/19
L'assassinio di Boris Giuliano,"Giorgio Boris Giuliano fu un investigatore e dirigente della Squadra mobile di Palermo ma venne ucciso da ""cosa nostra"" il 21 luglio 1979 al bar Lux di Palermo per mano di Leoluca Bagarella.",https://www.ecorav.it/arci/cronaca/scheda1/giuliano1_300bord.jpg,https://www.lidentitadiclio.com/vita-morte-di-giorgio-boris-giuliano/,1979/07/21
Assalto alla scuola Diaz,"Durante il G8 di Genova nel 2001, Nel quartiere di Albaro a Genova, la sera del 21 luglio 2001, tra le ore 22 e mezzanotte, nelle scuole Diaz-Pertini e Pascoli , divenute centro del coordinamento del Genoa Social Forum, guidato da Vittorio Agnoletto, facevano irruzione i Reparti mobili della Polizia di Stato con il supporto operativo di alcuni battaglioni dei Carabinieri. Furono fermati 93 attivisti e furono portati in ospedale 61 feriti.",http://www.osservatoriorepressione.info/wp-content/uploads/2013/12/diaz.jpg,https://it.m.wikipedia.org/wiki/Fatti_della_scuola_Diaz,2001/07/21
Bolzano diventa italiana,Nella provincia di Bolzano viene imposto l'uso della lingua italiana in ogni forma di comunicazione pubblica,https://www.picclickimg.com/d/l400/pict/161612291024_/41020-CARTOLINA-dEpoca-BOLZANO.jpg,https://it.wikipedia.org/wiki/Storia_dell%27Alto_Adige,1020/07/23
Il primo forte decentramento amministrativo,Primo forte decentramento amministrativo con l'emanazione del decreto n.616 del presidente della Repubblica.,https://www.periodicodaily.com/wp-content/uploads/2020/07/IMG_20200403_212851-2-scaled.jpg,https://www.brocardi.it/legge-sul-procedimento-amministrativo/capo-i/art1.html,1977/07/24
Le dimmissione del dittattore ," in Italia dalla primavera del 1943, culminando nella riunione del Gran consiglio del fascismo del 24 luglio al termine della quale venne decisa la deposizione di Benito Mussolini.

Gli eventi furono il risultato di manovre politiche parallele avviate dal gerarca Dino Grandi e dal re Vittorio Emanuele III, il cui esito finale fu la caduta del governo fascista dopo quasi ventuno anni, l'arresto di Mussolini e la conseguente nomina da parte del re di un nuovo capo del governo nel maresciallo dell'esercito Pietro Badoglio.",https://images.app.goo.gl/4XfWVojFdF2V6tRK7,"https://it.m.wikipedia.org/wiki/Caduta_del_fascismo#:~:text=%C2%ABSua%20Maest%C3%A0%20il%20Re%20e,'Italia%2C%20Pietro%20Badoglio.%C2%BB",1943/07/25
Sicilia separatista," l'idea d'indipendenza, nel senso moderno del termine, sia nata solo col Romanticismo, accompagnata da quella di Stato-nazione, alcuni storici contemporanei citano come precursori due esperienze, non solo di emancipazione dell'isola, ma soprattutto di presa di coscienza da parte dei siciliani di appartenere ad una nazione a sé stante.",https://images.app.goo.gl/1iDK6bimh7FdPsHy5,https://it.m.wikipedia.org/wiki/Indipendentismo_siciliano,1943/07/28
Alcide De Gasperi e il suo ultimo Governo,"Il Governo De Gasperi II è stato il primo esecutivo della Repubblica Italiana, il primo dell'Assemblea Costituente, costituito dopo il referendum del 2 giugno 1946 col quale il popolo italiano votò a favore della Repubblica. Diede le dimissioni andando in crisi il 20 gennaio 1947, in seguito alla scissione del PSI che aveva dato origine al P.S.L.I. (Partito Socialista dei Lavoratori Italiani), che nel 1952 diverrà il Partito Socialista Democratico Italiano.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Alcide_de_Gasperi_2.jpg/226px-Alcide_de_Gasperi_2.jpg,https://it.m.wikipedia.org/wiki/Governo_De_Gasperi_II,1953/07/28
La conquista del K2,"La spedizione al K2 del 1954 è stata una spedizione alpinistica italiana patrocinata dal Club Alpino Italiano, dal Consiglio Nazionale delle Ricerche, dall'Istituto Geografico Militare e dallo Stato italiano, e guidata da Ardito Desio. La spedizione portò il 31 luglio 1954, per la prima volta nella storia, al raggiungimento della vetta del K2, la seconda montagna più alta del mondo.

La via seguita fu lo Sperone degli Abruzzi e i due alpinisti che raggiunsero la vetta furono Achille Compagnoni e Lino Lacedelli, con il supporto dell'intero gruppo. Un contributo fondamentale fu fornito da Walter Bonatti e Amir Mahdi che, con un'impresa senza precedenti e affrontando il rischio della morte in un forzato bivacco notturno a oltre 8100 metri, trasportarono a Compagnoni e a Lacedelli le bombole d'ossigeno rivelatesi poi essenziali al compimento della missione.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Compagnoni_summit_K2.jpg/220px-Compagnoni_summit_K2.jpg,https://it.m.wikipedia.org/wiki/Spedizione_al_K2_del_1954.,1943/07/31
Vittoria Europei calcio 2021,L’11 luglio l’Italia ha vinto i campionati europei di calcio battendo nello stadio londinese di Wembley l’Inghilterra 4 a 3 ai calci di rigore. I tempi regolamentari si erano conclusi 1-1 dopo il gol inglese in apertura di Luke Shaw e il pareggio nella ripresa di Leonardo Bonucci. La nazionale azzurra è tornata a vincere il torneo continentale dopo 53 anni,https://www.ilfattonisseno.it/wp-content/uploads/2021/07/vittoria-azzurri-economia-1-e1626069423411.jpg,La vittoria dell’Italia sulla stampa europea - Internazionale,2021/07/12
