titolo,descrizione,path_immagine,link_articolo,data
Il proclama Badoglio rende pubblico l'armistizio di Cassibile," Con il proclama Badoglio viene resa ufficiale la resa incondizionata dell'italia agli alleati, come già sancito dall'armistizio corto firmato a Cassibile il 3 settemnìbre. Tale atto sancì il disimpegno dell'Italia dall'alleanza con la Germania nazista e l'inizio della campagna d'Italia e della Resistenza nella guerra di liberazione italiana contro il nazifascismo.(riscrivi questa frase, utilizzando il modello sintattico della prima frase che ho già corretto)",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Pietro_Badoglio.jpg/220px-Pietro_Badoglio.jpg,https://it.wikipedia.org/wiki/Proclama_Badoglio_dell%278_settembre_1943,1943/09/08
Gli Alleati sbarcano a Salerno e a Taranto,"Con questa operazione, gli alti comandi Alleati intendevano costituire una importante testa di ponte nel territorio dell'Italia continentale, con l'obiettivo di creare un trampolino di lancio per la conquista di Napoli e il suo fondamentale porto, per rifornire le truppe alleate impegnate sul fronte italiano",https://www.dialessandria.it/wp-content/uploads/2013/09/alleati.jpg,"https://it.wikipedia.org/wiki/Sbarco_a_Salerno#:~:text=Lo%20sbarco%20a%20Salerno%20(nome,Italia%20della%20seconda%20guerra%20mondiale.",1943/09/09
Viene costituito il Comitato di Liberazione Nazionale,"Fu un'organizzazione politica e militare italiana costituita da iscritti e simpatizzanti dei principali partiti e movimenti antifascisti del Paese. Nacque a Roma, allo scopo di opporsi al fascismo e all'occupazione nazista in Italia, e si sciolse nel 1947.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Flag_of_Italian_Committee_of_National_Liberation.svg/150px-Flag_of_Italian_Committee_of_National_Liberation.svg.png,https://it.wikipedia.org/wiki/Comitato_di_Liberazione_Nazionale,1943/09/09
Le truppe tedesche occupano Roma durante la seconda guerra mondiale,"A causa della mancanza di un piano organico di difesa della città e del coordinamento della resistenza militare all'occupazione tedesca, e della contemporanea fuga di Vittorio Emanuele III con tribunali, capi di governo e capi militari, la città fu rapidamente invasa dall'esercito della Germania nazista le conquiste, sia dell'esercito reale che di quello civile, furono inutili e disorganizzate poiché non avevano ordini e collegamenti coerenti, lasciando circa 1.000 morti sul campo di battaglia.",https://upload.wikimedia.org/wikipedia/it/thumb/8/8a/Granatieri_a_Porta_san_Paolo_1943.jpg/260px-Granatieri_a_Porta_san_Paolo_1943.jpg,https://it.wikipedia.org/wiki/Mancata_difesa_di_Roma,1943/09/10
Impresa di Fiume,"L'impresa di Fiume fu un episodio del periodo interbellico condotto da eponenti di reparti ribelli del Regio Esercito italiano. Consistette nell'occupazione della città di Fiume, contesa dopo gli accordi di pace, tra il Regno d'Italia ed il Regno dei Serbi, Croati e Sloveni.",https://upload.wikimedia.org/wikipedia/it/thumb/a/a7/Foto_Fiume.jpg/260px-Foto_Fiume.jpg,https://it.wikipedia.org/wiki/Impresa_di_Fiume,1919/09/12
Pietro Mennea fissa il record mondiale sui 200 m,"Il campione olimpico dei 200 metri piani, è stato il primatista mondiale della specialità dal 1979 al 1996 con il tempo di 19""72, che costituisce tuttora il record europeo. Ha detenuto inoltre, dal 1979 al 2018, il record italiano dei 100 metri piani con il tempo di 10""01 (record europeo fino al 1984).",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Pietro_Mennea_1972.jpg/243px-Pietro_Mennea_1972.jpg,https://it.wikipedia.org/wiki/Pietro_Mennea,1979/09/12
L'Italia invade l'Egitto durante la Campagna del Nordafrica,"L'invasione italiana dell'Egitto fu un'offensiva italiana contro le forze del Commonwealth, durante le prime fasi della campagna del Nordafrica della seconda guerra mondiale. L'operazione aveva lo scopo di impossessarsi del canale di Suez, era punto strategico per il commercio mondiale.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Invasione_Italiana_dell%27Egitto_1940.svg/260px-Invasione_Italiana_dell%27Egitto_1940.svg.png,https://it.wikipedia.org/wiki/Invasione_italiana_dell%27Egitto,1940/09/13
Uccisione di don Giuseppe Puglisi,"La sera del 15 settembre del 1993 a Palermo, don Pino Puglisi fu ucciso da due sicari della mafia: un colpo di pistola alla nuca lo freddò sul portone della oropria casa,in piazza Anita Garibaldi.Il suo assassino Salvatore Grigoli divenne poi collaboratore di giustizia. La casa di Don Pino Puglisi oggi è diventata un museo, a perenne testimonianza dello strenuo impegno del sacerdote contro la mafia dei quartieri Brancaccio e Sperone.",https://images.app.goo.gl/oDxtnwPpJxXCM2Lm6,https://www.beatopadrepinopuglisi.it/il-delitto-puglisi/,1993/09/15
In Italia  viene proclamato il primo sciopero generale ,"Lo sciopero generale del 1904 è stato  promosso dai sindacalisti rivoluzionari di Arturo Labriola e dal Partito Socialista Italiano di Filippo Turati, indetto dalla Camera del Lavoro di Milano il 15 settembre del 1904 e protrattosi fino al 20 settembre. ",https://images.app.goo.gl/PbVggQMVEHimf1NY8,https://it.wikipedia.org/wiki/Sciopero_generale_del_1904,1904/09/16
Benito Mussolini legge per la prima volta le Leggi razziali,"ll contenuto delle Leggi razziali, emanate il 5 settembre dello stesso anno,  fu annunciato per la prima volta alla gente il 18 settembre 1938 a Trieste da Benito Mussolini, da un palco posto davanti al Municipio in Piazza Unità d'Italia, in occasione di una sua visita alla città. ",https://images.app.goo.gl/VsgScBRj7mXguVd86,"https://it.wikipedia.org/wiki/Leggi_razziali_fasciste#:~:text=Il%20loro%20contenuto%20fu%20annunciato,durante%20il%20Regno%20del%20Sud.",1938/09/18
Strage di Castel Volturno,"La sera del 18 settembre 2008 si compie una delle pagine più nere della storia criminale italiana, che passerà alle cronache come la strage di San Gennaro. Sei cittadini ghanesi vengono uccisi a colpi di kalashnikov nei pressi di una sartoria a Castel Volturno. Quei sei ragazzi sono delle vittime innocenti, lavoratori e rifugiati. Tutti gli indizi portano gli inquirenti sulle tracce del latitante Giuseppe Setola, uno dei capi del famigerato clan dei casalesi.",https://images.app.goo.gl/vU8aXAhTDWpRQK8w5,https://it.wikipedia.org/wiki/Strage_di_Castel_Volturno,2008/09/18
La Prima proiezione cinematografica in Italia," A Roma, presso Porta Pia,  avviene la prima proiezione cinematografica in Italia. Si tratta del cortometraggio di Filoteo Alberini, La presa di Roma, anche conosciuto come Bandiera bianca. La pellicola costò in tutta cinquecento lire una follia per l'epoca in più la sua stessa pellicola, era lunga duecentocinquanta metri.Il film a bianco e nero e muto è stato diviso in sette scene fondamentali, prima con la battaglia, poi con i militari in città e la conseguente resa, per poi finire con i festeggiamenti di tutti.",https://images.app.goo.gl/FWHhAzKvkeZCQqQW7,"https://www.ilmessaggero.it/rubriche/accadde_oggi/porta_pia_prima_proiezione_cinematografica_italia-3248560.html#:~:text=20%20settembre%201905%20A%20Porta%20Pia%20la%20prima%20proiezione%20cinematografica%20d'Italia,-di%20Enrico%20Gregori&text=A%20Roma%20avviene%20la%20prima,La%20Breccia%20di%20Porta%20Pia.",1905/09/20
Esce definitivamente di produzione la Fiat 126.		,"La Fiat 126 è un'automobile prodotta dalla FIAT dal 1972 al 2000. La commercializzazione in Europa Occidentale terminò nel 1991, proseguendo la vendita sul mercato polacco, paese in cui la vettura veniva prodotta dal 1973. Fu l'ultima auto con motore posteriore e trazione posteriore prodotta dalla casa torinese.",https://images.app.goo.gl/zpq5GcUrkcfVLerB8,https://it.wikipedia.org/wiki/Fiat_126,2000/09/22
Muore Rosario Livatino,"è stato un magistrato italiano, assassinato dalla Stidda su una strada provinciale ad Agrigento.

È venerato come beato e martire dalla Chiesa cattolica.

Del delitto fu testimone oculare Pietro Nava, sulla base delle cui dichiarazioni furono individuati gli esecutori dell'omicidio.",https://images.app.goo.gl/VseADFYEVP56yNAf7,https://it.wikipedia.org/wiki/Rosario_Livatino,1990/09/21
nasce ufficialmente la repubblica di Salò,"Il 12 settembre 1943 un commando tedesco libera Mussolini dalla prigionia in un albergo sul Gran Sasso e lo porta a Berlino da Hitler.

Il 15 settembre la radio comunica che ""Benito Mussolini ha ripreso oggi la suprema direzione del fascismo in Italia""",https://images.app.goo.gl/xHaDVAE9wPVJTtnX7,"https://www.anpi.it/storia/108/rsi-repubblica-sociale-italiana#:~:text=Il%2012%20settembre%201943%20un,porta%20a%20Berlino%20da%20Hitler.&text=La%20Repubblica%20Sociale%20Italiana%2C%20con,ufficialmente%20il%2023%20settembre%201943.",1943/09/23
" Giancarlo Siani, giornalista italiano, viene assassinato dalla Camorra a soli 26 anni			","Giancarlo Siani  è stato un giornalista italiano, assassinato dalla camorra. La sua uccisione fu ordinata dal boss Angelo Nuvoletta, per volontà del mafioso Totò Riina, capo di Cosa nostra, a cui il clan di Marano era affiliato.",https://upload.wikimedia.org/wikipedia/it/thumb/f/f3/GiancarloSiani.jpg/220px-GiancarloSiani.jpg,"https://it.wikipedia.org/wiki/Giancarlo_Siani#:~:text=Giancarlo%20Siani%20(Napoli%2C%2019%20settembre,clan%20di%20Marano%20era%20affiliato.",1985/09/23
Muoiono Lenin Mancuso e Cesare Terranova,"La mattina del 25 settembre 1979, uscendo di casa per andare a lavoro con il
proprio agente di scorta, il Maresciallo di P.S. Lenin Mancuso, la Fiat 131 sulla
quale viaggiavano viene inaspettatamente bloccata da una transenna per “lavori
in corso”. I sicari mafiosi, subito sbucati alle spalle e ai fianchi, fecero fuoco con
dei fucili Winchester uccidendo sul colpo il giudice Terranova e ferendo
mortalmente il maresciallo Mancuso.",https://images.app.goo.gl/WyKA7Yhcr6NvfdpC7,"https://www.lasicilia.it/cronaca/news/il_25_settembre_di_42_anni_fa_l_omicidio_di_terranova_e_mancuso-1344629/#:~:text=Ricorre%20oggi%20il%2042esimo%20anniversario,il%2025%20settembre%20del%201979.",1979/09/25
Potente terremoto a Colfiorito,"l terremoto di Umbria e Marche del 1997 interessò parte delle due regioni dell'Italia centrale nel settembre-ottobre 1997 e nel marzo 1998, con una scossa principale la mattina del 26 settembre 1997. Il sisma ebbe magnitudo 6.0 e intensità massima del IX grado Mercalli,[2] con epicentro alle coordinate geografiche",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/19970926_094026_umbria-marche_shakemap.jpg/260px-19970926_094026_umbria-marche_shakemap.jpg,https://it.wikipedia.org/wiki/Terremoto_di_Umbria_e_Marche_del_1997,1997/09/26
