titolo,descrizione,path_immagine,link_articolo,data
Dirottamento del transatlantico da crociera italiano Achille Lauro,"Il dirottamento dell'Achille Lauro fu un atto terroristico avvenuto nell'ottobre del 1985. Un gruppo di terroristi palestinesi del Fronte per la Liberazione della Palestina prese possesso del transatlantico e sequestrò i passeggeri della nave. Nell'attentato fu ucciso Leon Klinghoffer, cittadino statunitense paralitico e di fede ebraica.",http://www.ansa.it/webimages/img_700/2015/10/6/f0805e8234d55f432b0742124df9a382.jpg,https://it.wikipedia.org/wiki/Dirottamento_dell%27Achille_Lauro,1985/10/07
La nazionale italiana di pallavolo si conferma campione del mondo,La nazionale italiana di pallavolo si conferma campione del mondo battendo la nazionale olandese in Grecia.,https://www.volleynews.it/sitocopia/wp-content/uploads/2020/05/Italia-Mondiali-1994.jpg,https://it.wikipedia.org/wiki/Campionato_mondiale_di_pallavolo_maschile_1994 ****,1994/10/08
 Muore Papa Pio XII,"Muore Papa Pio XII a Castel Gandolfo, in provincia di Roma.",http://bizzarrobazar.com/wp-content/uploads/2012/06/6.jpg,https://it.wikipedia.org/wiki/Papa_Pio_XII,1958/10/09
Attentato alla sinagoga di Roma,L'attentato alla sinagoga di Roma avvenne il 9 ottobre 1982 e fu condotto da un commando di cinque terroristi di origine palestinese causando la morte di un bambino di due anni (Stefano Gaj Taché) e 37 feriti.,https://www.ansa.it/webimages/img_620x438/2012/10/6/9bb020ead20d082aa7fa43db01777414.jpg,https://it.wikipedia.org/wiki/Attentato_alla_sinagoga_di_Roma,1982/10/09
Disastro del Vajont,"Il disastro del Vajont si verificò la sera del 9 ottobre 1963, nel neo-bacino idroelettrico artificiale del torrente Vajont nell'omonima valle. Una frana, staccatasi dal monte Toc,  precipitò dal soprastante  nelle acque del bacino alpino dando origine ad un'enorme onda che inondò e distrusse i paesi della valle sottostante. Si contarono 2000 morti. Numerossimi gli sfollati.",https://upload.wikimedia.org/wikipedia/commons/d/d7/Vajont_frana_.jpg,https://it.wikipedia.org/wiki/Disastro_del_Vajont,1963/10/09
Crisi di Sigonella,"I caccia F-14 Tomcat della Marina degli Stati Uniti intercettarono un'aereo egiziano che trasportava  i dirottatori del transatlantico Achille Lauro e lo costrinsero  ad atterrare nella base NATO di Sigonella, in Sicilia. Le autorità militari italiane, seguendo le direttive del Presidente del Consiglio Bettino Craxi, presero in consegna i prigionieri contro la volontà USA.",https://www.vistosulweb.com/wp-content/uploads/2017/10/Sigonella.jpg,https://it.wikipedia.org/wiki/Crisi_di_Sigonella,1985/10/10
Inaugurazione della  trasmissione RAI Tribuna elettorale,in occasione delle imminenti elezioni amministrative. Sarà seguita l'anno successivo da Tribuna politica,https://images.app.goo.gl/Wh629VQJPfvpFfge9,https://www.ilfattoquotidiano.it/2020/10/11/tribuna-elettorale-sessantanni-fa-la-politica-entrava-nelle-case-con-due-grandi-differenze-rispetto-a-oggi/5957254/amp/,1960/10/11
Giro di Lombardia,Francesco Moser vince la 69ª edizione del Giro di Lombardia. ,https://www.raiplayradio.it/cropgd/252x252/dl/img/2018/10/01/1538400881987_Francesco%20Moser%20Giro%20di%20Lombardia%201975%20-%202048.jpg,https://it.wikipedia.org/wiki/Giro_di_Lombardia_1975,1975/10/11
"Nel Canale di Sicilia, si rovescia un barcone con oltre 250 migranti.","Nel Canale di Sicilia, si rovescia un barcone con oltre 250 migranti. Vi sono 38 morti, 147 superstiti e 50 dispersi.",https://images.app.goo.gl/ML7rdVo56D63PC6h9,https://www.askanews.it/cronaca/2018/04/13/strage-dei-migranti-del-3-ottobre-2013-la-memoria-in-un-parco-a-bologna-pn_20180413_00204/,2013/10/11
L'illuminazione del Cristo redentore a Rio,"Guglielmo Marconi da Roma attraverso i trasmettitori di Coltano inviò il segnale radio che illuminò, a Rio de Janeiro, il Cristo Redentore, quale dimostrazione dell'affidabilità e dell'importanza delle comunicazioni radio intercontinentali.",https://www.vaticannews.va/content/dam/vaticannews/multimedia/2021/09/08/RIO-DE-JANEIRO-CRISTO-REDENTOR-1.jpg/_jcr_content/renditions/cq5dam.thumbnail.cropped.1500.844.jpeg,"https://www.ilmessaggero.it/rubriche/accadde_oggi/guglielmo_marconi_roma_illumina_cristo_redentore_a_rio-2017046.html#:~:text=12%20ottobre%201931%20Guglielmo%20Marconi%20da%20Roma%20illumina%20il%20Cristo%20redentore%20a%20Rio,-di%20Enrico%20Gregori&text=Guglielmo%20Marconi%20da%20Roma%20attraverso,importanza%20delle%20comunicazioni%20radio%20intercontinentali.",1929/10/12
l'Italia adotta l'Inno di Mameli,"Dopo la seconda guerra mondiale l'Italia diventò una repubblica e il Canto degli Italiani fu scelto, il 12 ottobre 1946, come inno nazionale provvisorio",https://images.app.goo.gl/J8DcB4CkGaBMMqt7A,https://it.wikipedia.org/wiki/Il_Canto_degli_Italiani,1946/10/12
l'Italia dichiara guerra alla Germania nazista,l'Italia dichiara guerra alla Germania nazista e diventa cobelligerante a fianco degli Alleati.,https://images.app.goo.gl/cXfU62vhBC3WrM8h9,https://it.wikipedia.org/wiki/Campagna_d%27Italia_(1943-1945),1943/10/13
Deportazione dal Ghetto di Roma di 1023 ebrei verso il Campo di sterminio di Auschwitz.,"Il 16 ottobre 1943  ci fu il rastrellamento del ghetto di Roma con la successiva deportazione degli ebrei della Capitale direttamente nel campo di sterminio di Auschwitz. Fu una delle pagine più buie della storia italiana, tanto da essere soprannominato ""sabato nero"".",https://scontent.fpmo1-1.fna.fbcdn.net/v/t1.6435-9/120512724_769009903674577_6466019302080739967_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=730e14&_nc_ohc=Q6jrjSSP-lwAX_sRKv1&_nc_ht=scontent.fpmo1-1.fna&oh=0e78a1fcf72fffa93725094fbb208243&oe=61B2E550,https://www.fanpage.it/cultura/che-cose-il-rastrellamento-del-ghetto-di-roma-del-16-ottobre-1943-il-sabato-nero-degli-ebrei/#,1943/10/16
Il cardinale polacco Karol Wojtyła viene eletto Papa con il nome di Giovanni Paolo II,"Il 16 ottobre del 1978 alle 18:45, il cardinale protodiacono Pericle Felici annuncia l'elezione.del cardinale Karol Wojtyla, che assume il nome di  Giovanni Paolo II, come 264.mo Papa della Chiesa cattolica, vescovo di Roma e successore di Pietro.",https://www.vaticannews.va/content/dam/vaticannews/multimedia/2018/10/15/00124BN_16101978.jpg/_jcr_content/renditions/cq5dam.thumbnail.cropped.1000.563.jpeg,https://it.wikipedia.org/wiki/Papa_Giovanni_Paolo_II,1978/10/16
Forti esplosioni di origine vulcanica a Stromboli,"Incidenti sul vulcano Stromboli esplosione del 16 Ottobre 1993, una persona rimane seriamente ferita.",https://st.ilfattoquotidiano.it/wp-content/uploads/2021/10/06/Stromboli1200-1200x630.jpg,https://www.swisseduc.ch/stromboli/volcano/accidents/expl93-it.html,1993/10/16
In Italia nasce ufficialmente il Fondo per l'Ambiente Italiano (FAI),"Nel 1975 Giulia Maria Mozzoni Crespi, Renato Bazzoni, Alberto Predieri e Franco Russoli firmano l'atto costitutivo e lo statuto del FAI che perseguiva lo scopo di contribuire alla tutela, alla conservazione e alla valorizzazione del patrimonio artistico, naturale e paesaggistico italiano.",https://lh3.googleusercontent.com/proxy/185SLAE17ITxpwe6i0TnkvvQZ8bUyo7lmij8xA9h39XwfV41kIvp9DggeCy8blncsBWKeb9-SFeVyEFEO8CLsjE53kTj8ZckS7n5_KhG8g,https://it.wikipedia.org/wiki/Fondo_Ambiente_Italiano,1975/10/18
"Giornata europea contro la tratta degli essere umani, istituita nel 2006 dalla Commissione Europea","Milioni sono le persone che nel continente europeo sono vittime della tratta, terzo per volume d’affari tra i business illeciti, subito dopo il traffico di armi e della droga. Le vittime della tratta (uomini ma soprattutto donne) sono costrette a prostituirsi, vengono impiegati forzatamente in attività criminali (spaccio e furti), sfruttati nel lavoro, costretti all’accattonaggio, vittime del traffico di organi.",https://lh3.googleusercontent.com/proxy/meHaUjiP5CYqT7KCX73MHKYcp997KlgeqIE00tMQEmcXwVs_268n2JicBOhiK71PcvX8XQCpdSsrJuaPqCV6RTABDgExvYzLaI11lRx9iRXdBwzd,https://www.cittalia.it/tutte-le-categorie-cittalia/notizie/documenti-cittalia/xiv-giornata-europea-contro-la-tratta-degli-esseri-umani/,2006/10/18
"L'Italia prende possesso di Tripoli, in Libia, dall'Impero ottomano, al termine della Guerra italo-turca","Il 19 ottobre 1912 l'Italia prende possesso di Tripoli, in Libia, dall'Impero ottomano, al termine della Guerra Italo-Turca. ... Nel corso della guerra, l'Impero ottomano si trovò notevolmente svantaggiato, poiché poté rifornire il suo piccolo contingente in Libia solo attraverso il Mediterraneo.",https://upload.wikimedia.org/wikipedia/commons/f/f1/Italo-Turkish_war_collage.jpg,Guerra italo-turca - Wikipedia,1912/10/19
In Piazza San Pietro viene beatificata Madre Teresa di Calcutta. Papa Giovanni Paolo II a causa delle precarie condizioni di salute è costretto a rinunciare all'omelia nella celebrazione eucaristica,"Il 19 ottobre 2003 a piazza San Pietro, traboccante di folla, viene beatificata Madre Teresa di Calcutta. Papa Giovanni Paolo II a causa delle precarie condizioni di salute è costretto a rinunciare all'omelia nella Celebrazione Eucaristica di Ufficializzazione. Madre Teresa verrà canonizzata il 4 settembre 2016 da Papa Francesco e verrà scelto il 5 settembre come data di celebrazione.",https://www.tempi.it/wp-content/uploads/2016/08/madre-teresa-calcutta-giovanni-paolo-ii-ansa.jpg,https://it.wikipedia.org/wiki/Madre_Teresa_di_Calcutta,2003/10/19
Viene permesso l'arruolamento nell'Esercito Italiano alle donne.,"Il servizio militare femminile effettivo, su base volontaria, fu introdotto in Italia con la legge delega 20 ottobre 1999. I primi arruolamenti avvennero nel 2000; ciò ha fatto dell'Italia l'ultimo paese membro della Nato a consentire l'ingresso delle donne nelle forze armate. ",https://tdc-images.tolunastart-tdcprod.com/2016/10/20/38465cfe-da93-462c-8408-aa58520010d2_x365.jpg,https://www.quotidianocontribuenti.com/new/20-ottobre-1999-viene-permesso-larruolamento-delle-donne-nellesercito-italiano/,1999/10/20
Raduno di camicie nere a Napoli.,"A Napoli si tenne il raduno di camicie nere che doveva servire da ""prova generale"" per la futura Marcia su Roma.",https://patrimonio.archivioluce.com/luce-web/imageViewPort/720?imageName=FP/FP13/FP00000918.JPG,https://www.pupia.tv/2008/10/italia/24-ottobre-1922-a-napoli-le-camice-nere-preparano-marcia-su-roma/64717,1922/10/24
Si svolgono le elezioni politiche generali per la 24ª legislatura.,"Le elezioni politiche italiane del 1913 si svolsero il 26 ottobre (1º turno) e il 2 novembre (ballottaggi) 1913. Furono le prime elezioni a suffragio universale maschile (introdotto il 25 maggio 1912), con il collegio uninominale a doppio turno. I risultati sanzionarono il grande successo del Patto Gentiloni: accordo politico informale (mai messo per iscritto) intervenuto tra i liberali di Giovanni Giolitti e l' Unione Elettorale Cattolica Italiana (UECI), i liberali ebbero il 47,6 % dei voti e 270 eletti.",https://pbs.twimg.com/media/DqaaPpyVAAAMw58.jpg,https://it.wikipedia.org/wiki/Elezioni_politiche_italiane_del_1913,1913/10/26
Ritorno di Trieste all'Italia,"Il ritorno di Trieste all'Italia (o riunificazione di Trieste all'Italia) avvenne in seguito agli accordi sottoscritti il 5 ottobre 1954 fra i governi d'Italia, del Regno Unito, degli Stati Uniti d'America e della Repubblica Federativa Popolare di Jugoslavia.",https://upload.wikimedia.org/wikipedia/commons/4/4e/Trieste_1954.jpg,https://it.wikipedia.org/wiki/Ritorno_di_Trieste_all%27Italia,1954/10/26
Ddl Zan,"Il ddl Zan, dopo un lungo iter parlamentare, il 27 ottobre 2021 venne bloccato al Senato. L’Aula di Palazzo Madama, con voto segreto, si è espressa a favore della cosiddetta “tagliola” che ha fatto saltare l’esame degli articoli ed emendamenti al testo. A favore della tagliola, chiesta da Lega e Fratelli d’Italia, hanno votato 154 senatori, mentre 131 hanno votato contro e due si sono astenuti: ilddl è stato bloccato quindi da  23 voti.",https://immagini.quotidiano.net/?url=http%3A%2F%2Fp1014p.quotidiano.net%3A80%2Fpolopoly_fs%2F1.6968111.1635342992%21%2FhttpImage%2Fimage.png_gen%2Fderivatives%2Fwidescreen%2Fimage.png&w=1320&h=742,https://tg24.sky.it/politica/approfondimenti/ddl-zan-testo,2021/10/27
Marcia su Roma delle squadre fasciste di Benito Mussolini,"La marcia su Roma fu una manifestazione armata eversiva organizzata dal Partito Nazionale Fascista (PNF), guidato da Benito Mussolini per ottenere la guida del governo in Italia. ... La manifestazione ebbe termine il 30 ottobre, quando il re Vittorio Emanuele III incaricò Mussolini di formare un nuovo governo.",https://www.mussolinibenito.net/wp-content/uploads/2019/06/marcia-su-roma.jpg,"https://it.wikipedia.org/wiki/Marcia_su_Roma#:~:text=La%20marcia%20su%20Roma%20fu,guida%20del%20governo%20in%20Italia.&text=La%20manifestazione%20ebbe%20termine%20il,di%20formare%20un%20nuovo%20governo.",1922/10/28
Seconda guerra mondiale: la Grecia rifiuta l'ultimatum di Benito Mussolini e l'Italia invade la Grecia.,"La campagna si aprì con un’offensiva del Regio Esercito italiano a partire dalle sue basi in Albania (controllata dagli italiani fin dall’aprile 1939) verso la regione dell’Epiro in Grecia, mossa decisa da Benito Mussolini al fine di riequilibrare lo stato dell’alleanza con la Germania nazista e di riaffermare il ruolo autonomo dell’Italia nel conflitto mondiale in corso. Svolgendosi tra il 28 ottobre 1940 e il 23 aprile 1941.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/To.Kleisoura.Pass.jpg/220px-To.Kleisoura.Pass.jpg,https://www.parmadaily.it/28-ottobre-1940-litalia-invade-la-grecia/,1940/10/28
A Roma i 25 paesi membri dell'Unione Europea firmano la Costituzione europea.,Il 29 ottobre 2004 si è svolta a Roma la cerimonia (trasmessa in eurovisione) della firma del Trattato che adotta una Costituzione per l'Europa. Hanno firmato la Costituzione i capi di Stato o di governo dei 25 paesi dell'Unione europea e i loro ministri degli esteri.,https://www1.interno.gov.it/mininterno/export/sites/default/it/assets/images/14/20041019135903_10-113-232-21.jpg,https://www1.interno.gov.it/mininterno/export/sites/default/it/sezioni/sala_stampa/notizie/europa/notizia_20082.html_33398470.html,2004/10/29
A Roma inizia il primo Convegno Ecclesiale Nazionale.,"Tenutosi a Roma dal 30 ottobre al 4 novembre 1976, il primo Convegno nazionale della Chiesa italiana si aprì alla presenza di 2500 partecipanti sotto la presidenza dell'allora presidente della CEI, il cardinale Antonio Poma.",https://immagini.quotidiano.net/?url=http%3A%2F%2Fp1014p.quotidiano.net%3A80%2Fpolopoly_fs%2F1.1469041.1447089549%21%2FhttpImage%2Fimage.jpg_gen%2Fderivatives%2Fwidescreen%2Fimage.jpg&w=1320&h=742,https://it.wikipedia.org/wiki/Convegno_ecclesiale_nazionale,1976/10/30
Croce Rossa Italiana,La Croce Rossa Italiana è ufficialmente riconosciuta dalla Repubblica Italiana con il decreto legislativo del 28 settembre 2012.,https://i1.wp.com/www.me-dia-re.it/wp-content/uploads/2018/10/logotipo_croce_rossa_italiana.png?fit=400%2C380,http://www.me-dia-re.it/30-10-2008-croce-rossa-commissariata/,2008/10/30
Premio Nobel conferito a Dario Fo,"Fu autore di rappresentazioni teatrali che fanno uso degli stilemi comici propri della commedia dell'arte italiana e che sono rappresentati con successo in tutto il mondo. In quanto attore, regista, scrittore, scenografo, costumista e impresario della sua stessa compagnia, Fo è stato un uomo di teatro a tutto tondo. Famoso per i suoi testi teatrali di satira politica e sociale e per l'impegno politico di sinistra, con la moglie Franca Rame fu tra gli esponenti del Soccorso Rosso Militante. Il 9 ottobbre 1997 vinse il premio Nobel per la letteratura ",https://www.raicultura.it/dl/img/2019/01/15465178631593950.jpg,https://it.wikipedia.org/wiki/Dario_Fo,1997/10/9
Premio Nobel conferito a Giosuè Carducci,"Fu il primo italiano a vincere il Premio Nobel per la letteratura, nel 1906. Nel 1906 l'Accademia Svedese gli conferì il Premio Nobel per la letteratura, ma il poeta, già ammalato, non si recò a Stoccolma, limitandosi a ricevere in casa propria l'ambasciatore di Svezia in Italia.",https://www.bolgherinews.it/wp-content/uploads/2013/09/Carducci_0.jpg,https://it.wikipedia.org/wiki/Giosue_Carducci,1997/10/10
