titolo,descrizione,path_immagine,link_articolo,data
"Milano, a due giorni dal Sequestro Moro, vengono assassinati Fausto Tinelli e Lorenzo Iannucci, del Centro Sociale Leoncavallo, presumibilmente da un commando del NAR.","I Nuclei Armati Rivoluzionari (NAR) furono un'organizzazione terroristica italiana d'ispirazione neofascista, nata a Roma e attiva dal 1977 al 1981.",http://faustoeiaio.info/media/zoo/images/fausto-iaio-murales-mancinelli_f131c86006e2f819371b209d86bd8216.jpg,https://www.google.com/url?sa=i&url=http%3A%2F%2Ffaustoeiaio.info%2Fassassinati&psig=AOvVaw2ep4ymZo-n5LNfV5W2gGwd&ust=1635440612798000&source=images&cd=vfe&ved=0CAsQjRxqFwoTCMCBmoKK6_MCFQAAAAAdAAAAABAP,1978/03/18
Prima edizione in Europa della Giornata Internazionale della Donna.,La giornata della donna si tenne per la prima volta domenica 19 marzo 1911 su scelta del Segretariato Internazionale delle donne socialiste.,https://www.sansalvo.net/archivi/immagini/2020/I/il-simbolo-della-donna-rosa-porpora-d-fatto-della-festa-della-mamma-delle-donne-di-parole-40824349-3.jpg,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.sansalvo.net%2Fnotizie%2Fattualita%2F34383%2Fgiornata-internazionale-della-donna-la-situazione-femminile-in-italia&psig=AOvVaw2Nx-OhLtSlF8MKI9Pra55H&ust=1635443558466000&source=images&cd=vfe&ved=0CAsQjRxqFwoTCODdq52U6_MCFQAAAAAdAAAAABAK,1911/03/19
Anna Magnani vince il Premio Oscar come migliore attrice protagonista del film La rosa tatuata.,"Il 21 marzo 1956 al Pantages Theatre di Hollywood vennero assegnati i premi Oscar per il cinema. Anna Magnani vinse il premio Oscar come migliore attrice protagonista per l'interpretazione di Serafina Delle Rose nel film “The Rose Tattoo” (La Rosa Tatuata), regia di Daniel Mann.",https://www.vistanet.it/roma/wp-content/uploads/sites/4/2021/03/anna-magnani-olycom-770x480.jpg,https://www.vistanet.it/roma/2021/03/21/accadde-oggi-21-marzo-1956-lattrice-romana-anna-magnani-vince-il-premio-oscar-come-migliore-attrice-protagonista-per-la-rosa-tatuata/,1956/03/21
Giornata della memoria e dell’impegno in ricordo delle vittime innocenti delle mafie.,"Ogni anno, il 21 marzo, primo giorno di primavera, Libera celebra la Giornata della memoria e dell’impegno in ricordo delle vittime innocenti delle mafie. L'iniziativa nasce dal dolore di una mamma che ha perso il figlio nella strage di Capaci e non sente pronunciare mai il suo nome. Un dolore che diventa insopportabile se alla vittima viene negato anche il diritto di essere ricordata con il proprio nome.
Dal 1996, ogni anno, una città diversa, un lungo elenco di nomi scandisce la memoria che si fa impegno quotidiano. ",https://vivi.libera.it/it-21marzo,https://static.sky.it/images/skytg24/ansa/aosta/2022/03/07/338e8b3323f1bce070c842565efecab2.jpg.transform/hero-mobile-2x/261cd77b1257aed9898885b7d7e58c22a42aa0fc/img.jpeg,1996/03/21
Benito Mussolini fonda a Milano i Fasci italiani di combattimento.,"Il 23 marzo 1919 nella sala riunioni Circolo dell'alleanza industriale, in piazza San Sepolcro a Milano, furono ufficialmente fondati i Fasci italiani di combattimento.",https://upload.wikimedia.org/wikipedia/it/thumb/8/85/Fasci_di_combattimento_di_Lissone.jpg/220px-Fasci_di_combattimento_di_Lissone.jpg,https://www.google.com/url?sa=i&url=https%3A%2F%2Fit.wikipedia.org%2Fwiki%2FFasci_italiani_di_combattimento&psig=AOvVaw3XO-vsqz21pFWVMs8NnF1z&ust=1635441602416000&source=images&cd=vfe&ved=0CAsQjRxqFwoTCJCCsfOM6_MCFQAAAAAdAAAAABAD,1919/03/23
Esplode lo scandalo delle scommesse nel mondo del calcio. ,"Lo scandalo italiano del calcioscommesse del 1980, noto anche come Totonero, fu uno scandalo che colpì il calcio italiano nella stagione agonistica 1979-1980 e vide coinvolti giocatori, dirigenti e società di Serie A e B, tra cui Lazio, Milan, Napoli, Perugia, Bologna, Avellino, i quali truccavano le partite di campionato attraverso scommesse clandestine. La FIGC definì tali comportamneti casi di illecito sportivo. ",https://elogioallafollia.altervista.org/wp-content/uploads/2020/03/zzz-29.jpg,https://it.wikipedia.org/wiki/Scandalo_italiano_del_calcioscommesse_del_1980,1980/03/23
Incendio del traforo del Monte Bianco provocando 40 vittime.,"L'incendio del traforo del Monte Bianco si verificò la mattina del 24 marzo 1999 all'interno dell'omonima galleria. L'evento costò la vita a trentanove persone(18 dalla Francia, 13 dall'Italia, 2 dal Belgio e infine 1 dal Regno Unito, Lussemburgo, Paesi Bassi, Slovenia, Croazia e Germania)",https://aostasera.it/wp-content/uploads/elementor/thumbs/Incendio-nel-traforo-del-monte-bianco-24-marzo-1999-pc5pb8rutk5dwwmi0e3zp5vuqx643nz9bh2k1ms3go.jpg,https://it.wikipedia.org/wiki/Incendio_del_traforo_del_Monte_Bianco,1999/03/24
Elezioni politiche.,Le elezioni politiche italiane del 1934 per la nomina dei membri della Camera dei Deputati si svolsero il 25 marzo 1934. ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Scheda_per_la_votazione_-_Legislatura_XXIX_-_Elezioni_politiche_25_marzo_1934_-_Fronte.jpeg/555px-Scheda_per_la_votazione_-_Legislatura_XXIX_-_Elezioni_politiche_25_marzo_1934_-_Fronte.jpeg,https://it.wikipedia.org/wiki/Elezioni_politiche_italiane_del_1934,1934/03/25
Nasce l’Associazione Libera.,"Libera. Associazioni, nomi e numeri contro le mafie è un’associazione di promozione sociale presieduta da don Luigi Ciotti, fondata nel 1995 su ispirazione di Luciano Violante e Saveria Antiochia. Persegue l’intento di sollecitare la società civile nella lotta alla criminalità organizzata e favorire la creazione di una comunità alternativa alle mafie stesse.",https://upload.wikimedia.org/wikipedia/it/0/09/Logo_Libera.jpg,https://www.libera.it/,1995/03/25
"Le Brigate Rosse uccidono all'Università di Roma dove insegnava, l'economista Ezio Tarantelli.","Il 27 marzo 1985, al termine di una lezione alla facoltà di Economia e Commercio dell'Università La Sapienza di Roma, due brigatisti,sparando con una mitraglietta,  uccisero il professore, nel parcheggio dell'Ateneo. ",https://cdn.loquis.com/prod/loquis/pictures/1bd6b8bf-a966-4865-877d-7ea7bdbbd4d7.jpg,https://it.wikipedia.org/wiki/Ezio_Tarantelli#L'attentato,1985/03/27
Nel porto di Napoli scoppia un incendio sulla Caterina Costa carica di esplosivi. Nell'esplosione conseguente muoiono 600 persone.,"Lincendio divampò a bordo della Caterina Costa, una nave carica di esplosivo, ormeggiata nel porto di Napoli. L'esplosione investì la città, provocando seicento morti, tremila feriti e la distruzione degli edifici adiacenti alla zona portuale.",https://staticfanpage.akamaized.net/wp-content/uploads/sites/30/2021/03/caterina-638x360-1.jpeg,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.fanpage.it%2Fnapoli%2F75-anni-fa-nel-porto-di-napoli-la-tragedia-della-caterina-costa-che-causo-300-morti%2F&psig=AOvVaw3ahy1ULhLNV0uDbvgV9iQw&ust=1635442870286000&source=images&cd=vfe&ved=0CAsQjRxqFwoTCNj559CR6_MCFQAAAAAdAAAAABAD,1943/03/28
Fine attività eruttiva dell'Etna,Il 30 gennaio 1974 si aprì una frattura sul versante occidentale del vulcano a quota 1650 m.s.l.m. Subito iniziarono ad innalzarsi forti esplosioni stromboliane al ritmo di 30-50 al minuto.,https://image.jimcdn.com/app/cms/image/transf/dimension=640x1024:format=jpg/path/s85a5753bd032346f/image/i0690f0216ef2f42e/version/1371455560/image.jpg,https://www.ct.ingv.it/index.php/ricerca/i-vulcani-siciliani/etna/l-attivita-esplosiva-dell-etna,1974/03/29
Quarto governo Giolitti,"Il Governo Giolitti IV è stato il governo del Regno d'Italia in carica dal 30 marzo 1911 al 21 marzo 1914, per un totale di 1.076 giorni, ovvero 2 anni, 11 mesi e 8 giorni. Il governo, presieduto dal politico Giovanni Giolitti (1842-1928), nacque dalla proposta che questi fece di introdurre il suffragio universale maschile.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Giolitti2.jpg/212px-Giolitti2.jpg,https://www.google.com/imgres?imgurl=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F9%2F93%2FGiolitti2.jpg%2F212px-Giolitti2.jpg&imgrefurl=https%3A%2F%2Fit.wikipedia.org%2Fwiki%2FGoverno_Giolitti_IV&tbnid=Ekxb33rcY2dRKM&vet=12ahUKEwiq6qunlevzAhUi4uAKHUZuA38QMygBegUIARCqAQ..i&docid=1A6CYOouxh97XM&w=212&h=299&q=quarto%20governo%20Giolitti%20in%20Italia&hl=it&ved=2ahUKEwiq6qunlevzAhUi4uAKHUZuA38QMygBegUIARCqAQ,1911/03/30
"Il Parlamento italiano istituisce il Giorno del ricordo, in memoria delle vittime delle foibe e dell'esodo degli istriani, fiumani e dalmati.","Dal 2004 il Parlamento italiano ha istituito il “Giorno del Ricordo”, da celebrare ogni anno il 10 febbraio, con l'obiettivo di conservare e rinnovare la memoria della tragedia degli italiani e di tutte le vittime delle Foibe.",https://www.rai.it/dl/img/2021/02/08/1600x900_1612808299110_il%20giorno%20del%20ricordo%20vittime%20foibe.jpg,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.rai.it%2Fufficiostampa%2Fassets%2Ftemplate%2Fus-articolo.html%3FssiPath%3D%2Farticoli%2F2021%2F02%2F10-febbraio---Il-Giorno-del-Ricordo-c58bc704-3c36-4e3f-a891-c261dc0602b8-ssi.html&psig=AOvVaw1EAlkNapXFQEBX9gS8QUMA&ust=1635523734293000&source=images&cd=vfe&ved=0CAsQjRxqFwoTCLj5_-6-7fMCFQAAAAAdAAAAABAD,2004/03/30
A Roma viene firmato un accordo segreto fra la destra politica spagnola e il fascismo italiano.,Le relazioni tra l’Italia e la Spagna mutarono significativamente dopo la caduta della monarchia. Si concluse in questo modo lo stretto rapporto che il governo spagnolo aveva mantenuto con l’Italia fascista.,https://www.ilmessaggero.it/photos/PANORAMA/97/76/3639776_1929_legione_condor_per_guerra_spagna.jpg,https://www.google.com/imgres?imgurl=https%3A%2F%2Fwww.ilmessaggero.it%2Fphotos%2FPANORAMA%2F97%2F76%2F3639776_1929_legione_condor_per_guerra_spagna.jpg&imgrefurl=https%3A%2F%2Fwww.ilmessaggero.it%2Frubriche%2Faccadde_oggi%2Faccordo_segreto_destra_spagnola_italiana-3639776.html&tbnid=6_U4Kwq704YL4M&vet=12ahUKEwjMqoysye3zAhXAgv0HHTdKCvMQMygAegQIARAR..i&docid=E2t9--BQcZb-VM&w=660&h=227&itg=1&q=A%20Roma%20viene%20firmato%20un%20accordo%20segreto%20tra%20la%20destra%20politica%20spagnola%20e%20il%20fascismo%20italiano.&hl=it&ved=2ahUKEwjMqoysye3zAhXAgv0HHTdKCvMQMygAegQIARAR,1934/03/31
Il re Vittorio Emanuele III inaugura la Città universitaria di Roma.,"La cittadella universitaria venne inaugurata il 31 marzo 1935 alla presenza del re Vittorio Emanuele III. L'entrata principale è oggi situata in piazzale Aldo Moro, al civico 5, dove ha sede anche il limitrofo Consiglio Nazionale delle Ricerche.",https://conoscerelastoria.it/wp-content/uploads/2020/03/1280px-Cittauniversitaria35.jpg,https://www.google.com/imgres?imgurl=https%3A%2F%2Fconoscerelastoria.it%2Fwp-content%2Fuploads%2F2020%2F03%2F1280px-Cittauniversitaria35.jpg&imgrefurl=https%3A%2F%2Fconoscerelastoria.it%2Faccadde-oggi-roma-re-vittorio-emanuele-iii-inaugura-la-citta-universitaria%2F&tbnid=fOrLY6YYRYBVEM&vet=12ahUKEwjWvr-_yu3zAhUF0LsIHbeOBoMQMygAegQIARAb..i&docid=OsctVnEdmzr8tM&w=1280&h=809&q=Il%20re%20Vittorio%20Emanuele%20III%20inaugura%20la%20Citt%C3%A0%20universitaria%20di%20Roma.&hl=it&ved=2ahUKEwjWvr-_yu3zAhUF0LsIHbeOBoMQMygAegQIARAb,1935/03/31
"Scontri dopo il derby calcistico tra Roma e Lazio: 41 feriti, 3 arresti.","Circa cinquanta feriti fra tifosi e forze dell'ordine, quattro persone colpite da infarto, numerosi contusi, un giovane arrestato, costituiscono il pesante bilancio dei gravi incidenti accaduti dentro e fuori lo stadio olimpico al termine della partita di calcio Roma-Lazio.",https://www.ilmessaggero.it/photos/MED/05/74/1060574_20150526_c1_sangue.jpg,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.ilmessaggero.it%2FROMA%2FCRONACA%2Fderby_lazio_roma_sangue_scontri_accoltellati_stadio%2Fnotizie%2F1379654.shtml&psig=AOvVaw3sqzpYYF1NhTTJ3q9PBirJ&ust=1635527003759000&source=images&cd=vfe&ved=0CAsQjRxqFwoTCLCaq4jL7fMCFQAAAAAdAAAAABAJ,1974/03/31
Battaglia di villa Giulia,"La battaglia di Valle Giulia: gli scontri tra studenti e polizia nel 1968 L'1 marzo 1968 presso la Facoltà di Architettura dell'Università La Sapienza di Roma, sita presso una zona chiamata Valle Giulia, avviene uno scontro di piazza tra manifestanti universitari e polizia.",https://th.bing.com/th/id/R.d2eedcbd5963f3ec222333c24857c918?rik=WprhfBEd8SqLog&riu=http%3a%2f%2filglobo.com.au%2fmedia%2fcache%2f0e%2fc9%2fx0ec94acf027c962845b2ea518d81ef35.jpg.pagespeed.ic.xUEQ2-D1tw.jpg&ehk=VHfTMXbsEaTDtP4EKXxnwViCVtYPi9clCf9HoY0ed%2fw%3d&risl=&pid=ImgRaw&r=0,"https://www.fattiperlastoria.it/battaglia-valle-giulia-scontri-1968/#:~:text=La%20battaglia%20di%20Valle%20Giulia%3A%20gli%20scontri%20tra,scontro%20di%20piazza%20tra%20manifestanti%20universitari%20e%20polizia.",1968/03/1
Uccisione Petrosino,Il 12 marzo del 1909 venne ucciso a Palermo il poliziotto italo-americano Joe Petrosino. Era in missione segreta in Sicilia per cercare di recidere i legami tra la Mafia e la Mano Nera che consentivano ai peggiori pregiudicati di espatriare negli Stati Uniti.,https://tgfuneral24.it/wp-content/uploads/2017/03/joe_petrosino.jpg,uccisione petrosino 1909 - Cerca (bing.com),1909/03/12
