titolo,descrizione,path_immagine,link_articolo,data
Viene trasmessa la prima partita di un campionato di calcio di Serie A della storia della Tv,"Viene ripresa e poi trasmessa, per la sola zona di Torino, Juventus – Milan 1 - 7. È la prima partita di un campionato di calcio di Serie A della storia della Tv italiana",https://www.juventusnews24.com/wp-content/uploads/2017/03/Juventus-Football-Club-1950-1951.jpg,https://www.calciomercato.com/news/juve-milan-1-7-5-2-1950-prima-gara-trasmessa-in-tv-470260,1950/02/05
Il cardinale Achille Ratti viene eletto Papa con il nome di Pio XI,"Papa Pio XI (in latino: Pius PP. XI, nato Ambrogio Damiano Achille Ratti; Desio, 31 maggio 1857 – Città del Vaticano, 10 febbraio 1939) è stato il 259º vescovo di Roma e papa della Chiesa cattolica dal 1922 alla sua morte. Dal 7 giugno 1929 fu il 1º sovrano del nuovo Stato della Città del Vaticano.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Papst_Pius_XI._1JS.jpg/1200px-Papst_Pius_XI._1JS.jpg,"https://it.wikipedia.org/wiki/Papa_Pio_XI#:~:text=Papa%20Pio%20XI%20(in%20latino,Stato%20della%20Citt%C3%A0%20del%20Vaticano.",1922/02/06
Laura Pausini è la prima cantante italiana a ricevere un Grammy Award,"L'8 febbraio 2006 allo Staples Center di Los Angeles Laura pausini riceve il Grammy Award nella categoria Miglior album Pop latino, con Escucha",http://www.vbtv.it/wp-content/uploads/2016/02/567929401-1150x748-620x264.jpg,https://urbanpost.it/accadde-oggi-laura-pausini-prima-cantante-donna-italiana-ricevere-un-grammy-award/,2006/02/08
Seconda guerra mondiale: giuramento dell'Esercito Nazionale Repubblicano.,"Il  9 febbraio 1944, esattamente cinque mesi dopo la resa del Regno d'Italia alle potenze alleate, l'Esercito Nazionale Repubblicano della neocostituita Repubblica Sociale Italiana prestò giuramento di fedeltà al Duce.",https://italianiinguerra.files.wordpress.com/2020/01/9-febbraio-1944-il-giuramento-dellesercito-nazionale-repubblicano-copia.jpg?w=1024&h=328&crop=1,"https://italianiinguerra.wordpress.com/2020/02/09/il-giuramento-dellesercito-nazionale-repubblicano-della-r-s-i/#:~:text=Con%20questa%20formula%2C%20il%209,della%20neocostituita%20Repubblica%20Sociale%20Italiana.",1944/02/09
A Roma Luigi Einaudi inaugura la prima linea metropolitana italiana,"Il 9 febbraio del 1955  alla stazione Terminidi roma il Presidente della Repubblica Luigi Einaudi inaugurò la prima metropolitana della Capitale, in ritardo di almeno mezzo secolo rispetto alle altre capitali europee.",https://staticfanpage.akamaized.net/wp-content/uploads/sites/2/2020/02/Schermata-2020-02-10-alle-13.51.42.jpg,https://roma.fanpage.it/il-9-febbraio-del-1955-65-anni-fa-fu-inaugurata-la-metropolitana-di-roma-era-la-prima-in-italia/,1955/02/09
L'Italia firma i Trattati di Pace di Parigi,"Il 10 febbraio 1947 a Parigi fu firmato il trattato di pace tra lo Stato italiano e le potenze vincitrici della seconda guerra mondiale. Il trattato mise formalmente fine alle ostilità. Come stabilito nella conferenza di pace (Parigi, 1946), prevedeva: cedere buona parte della Venezia Giulia alla Jugoslavia e Tenda e Briga alla Francia",https://i2.wp.com/osservatorioglobalizzazione.it/wp-content/uploads/2020/11/Italia-pace.jpg?fit=992%2C670,https://it.wikipedia.org/wiki/Trattato_di_Parigi_fra_l%27Italia_e_le_potenze_alleate,1947/02/10
"A Palermo inizia il Maxiprocesso contro la criminalità organizzata, ideato dal magistrato Rocco Chinnici. Alla sbarra oltre 400 imputati","Il maxiprocesso deve il proprio soprannome alle sue enormi proporzioni: in primo grado gli imputati erano 475 (poi scesi a 460 nel corso del processo), con circa 200 avvocati difensori. A quanto è dato sapere, si tratta del più grande processo penale mai celebrato al mondo.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/MaxiprocessoPalermo.jpg/465px-MaxiprocessoPalermo.jpg,"https://it.wikipedia.org/wiki/Maxiprocesso_di_Palermo#:~:text=Il%20maxiprocesso%20deve%20il%20proprio,con%20circa%20200%20avvocati%20difensori.&text=A%20quanto%20%C3%A8%20dato%20sapere,penale%20mai%20celebrato%20al%20mondo.",1986/02/10
Si inaugurano i XX Giochi olimpici invernali a Torino,I XX Giochi olimpici invernali furono assegnati a Torino il 19 giugno 1999 durante il 109º congresso del Comitato Olimpico Internazionale (CIO) svoltosi a Seul.,https://upload.wikimedia.org/wikipedia/it/thumb/4/4a/Torino2006.svg/1200px-Torino2006.svg.png,"https://it.wikipedia.org/wiki/XX_Giochi_olimpici_invernali#:~:text=I%20XX%20Giochi%20olimpici%20invernali%20furono%20assegnati%20a%20Torino%20il,(CIO)%20svoltosi%20a%20Seul.",2006/02/10
Il cardinale Pietro Gasparri e Benito Mussolini firmano i Patti Lateranensi tra Vaticano e Regno d'Italia,"I Patti Lateranensi sonostati  degli accordi sottoscritti tra il Regno d'Italia e la Santa Sede l'11 febbraio 1929. Comprendevano: un Trattato, una Convenzione e un Concordato. Sottoposti a revisione nel 1984, nella parte del Concordato, essi regolano ancor oggi i rapporti fra la Repubblica Italiana e la Santa Sede. Ai Patti si deve l'istituzione della Città del Vaticano come Stato indipendente.",https://upload.wikimedia.org/wikipedia/it/thumb/a/a7/Patti_Lateranensi.jpg/390px-Patti_Lateranensi.jpg,https://it.wikipedia.org/wiki/Patti_Lateranensi,1929/02/11
"Resistenza: nove partigiani antifascisti, tutti originari di Palombaro (Chieti), vengono fucilati dai nazifascisti a Pescara","L'11 febbraio 1944, nove partigiani della banda ""Palombaro"" furono fucilati da paracadutisti tedeschi nei pressi della pineta di Pescara. Catturati a Chieti dai fascisti repubblicani guidati da Mario Fioresi, furono rinchiusi, torturati e poi consegnati ai tedeschi che, dopo un sommario e farsesco processo ne decretarono la condanna a morte. I partigiani pagarono con la vita il desiderio di libertà e di un futuro migliore. ",https://www.chietitoday.it/~media/horizontal-hi/19006875795456/sacrario-resistenza-chieti-2.jpg,https://www.anpi.it/eventi/1619/ricordo-dei-9-fucilati-della-palombaro,1944/02/11
Claudia Giordano vince nello Sci la medaglia d'argento alle Olimpiadi invernali di Innsbruck,,https://i2.res.24o.it/radio24/assets/img/Radio24/_Immagini/2021/04/slalom%20sci%20600.jpg,https://www.sciclubsestriere.it/la-storia-2/,1976/02/11
"Città del Vaticano, Papa Benedetto XVI annuncia di rinunciare al soglio pontificio",L'abdicazione di papa Benedetto XVI furono annunciate l'11 febbraio 2013 ed ebbero effetto alle ore 20 del 28 febbraio seguente. Ratzinger è stato il primo pontefice a rinunciare al soglio pontificio dopo Gregorio XII (598 anni più tardi).,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Benedictus_XVI_-_General_audience_-_Vatican_-_Jan_16%2C_2013.jpg/330px-Benedictus_XVI_-_General_audience_-_Vatican_-_Jan_16%2C_2013.jpg,"https://it.wikipedia.org/wiki/Dimissioni_di_Papa_Benedetto_XVI#:~:text=L'abdicazione%20di%20papa%20Benedetto,598%20anni%20pi%C3%B9%20tardi)..",2013/02/11
Benito Mussolini tenta di indurre la Spagna ad allearsi con l'Asse,"Benito Mussolini incontra a Bordighera, nella villa della Regina d'Italia, l'11 febbraio 1941, in pieno conflitto mondiale, il caudillo Francisco Franco, assieme al ministro degli esteri  e suo cognato, Serrano Sufier. Nel colloquio Mussolini cercò invano di convincere il Caudillo a intervenire a fianco dell'Asse nella guerra contro l'Inghilterra ma il dittatore spagnolo diede risposte evasive e poi rifiutò.",https://www.bordighera.it/immagini/pagine/3000403.jpg,https://www.bordighera.it/storia/personaggi/mussolini_e_franco,1941/02/12
"A Roma viene assassinato dalle Brigate Rosse Vittorio Bachelet, giurista e politico italiano","Vittorio Bachelet è stato un docente universitario, fu anche dirigente dell'Azione Cattolica ed esponente democristiano, nonché vicepresidente del Consiglio superiore della magistratura. Nel 1980 fu assassinato dalle Brigate Rosse in un agguato alla Sapienza.",https://upload.wikimedia.org/wikipedia/it/thumb/2/20/Vittorio-Bachelet.jpg/390px-Vittorio-Bachelet.jpg,https://www.ilpost.it/2020/02/12/omicidio-vittorio-bachelet-40-anni-fa/,1980/02/12
L'Italia porta a termine il divorzio tra Ministero del Tesoro e la Banca d'Italia,"Secondo alcune versioni della teoria dell'autoproclamato sovrano, sarebbe assolutamente malvagio un lungo processo iniziato il 12 febbraio 1981, il cosiddetto divorzio tra Banca d'Italia e Ministero delle Finanze, fonte di guai.Il motivo potrebbe essere che le banche italiane godevano di una maggiore autonomia nell'attuazione della politica monetaria dell'epoca, e questa maggiore autonomia porterebbe a tassi più elevati sui titoli di Stato e a una forte crescita del debito pubblico negli anni '80",https://i1.wp.com/frontesovranista.it/wp-content/uploads/2014/03/19_CIAMPIeANDREATTA_contrasto-258.jpg?resize=320%2C320&ssl=1,https://osservatoriocpi.unicatt.it/cpi-archivio-studi-e-analisi-il-divorzio-fra-banca-d-italia-e-tesoro-teorie-sovraniste-e-realta,1981/02/12
Nell’Italia fascista viene istituita la tassa sul celibato,"L'imposta sul celibato è un tributo che fu in vigore in Italia durante il periodo fascista. Come si può intuire dal nome della tassa, si applicava solo alle persone non sposate di sesso maschile. Il proposito era quello di favorire i matrimoni e, di conseguenza, incrementare il numero delle nascite.",https://www.cartolinedalventennio.it/images/Imposta-sui-celibi.jpg,"https://it.wikipedia.org/wiki/Tassa_sul_celibato#:~:text=L'imposta%20sul%20celibato%20%C3%A8,incrementare%20il%20numero%20delle%20nascite.",1927/02/13
"A Torino, l'Incendio del Cinema Statuto provoca la morte di 64 spettatori, quasi tutti ragazzi","Durante la proiezione del film La capra, delle fiamme si diffusero in sala partendo da una tenda. Le vittime, sebbene avessero tentato la fuga, trovarono le uscite di sicurezza chiuse e non riuscirono a scampare alla morte per asfissia. Il materiale delle poltrone e degli arredi non era ignufugo.",https://upload.wikimedia.org/wikipedia/it/thumb/0/04/Incendio_del_Cinema_Statuto%2C_Torino.JPG/390px-Incendio_del_Cinema_Statuto%2C_Torino.JPG,https://it.wikipedia.org/wiki/Incendio_del_Cinema_Statuto,1983/02/13
Il presidente del Consiglio Silvio Berlusconi è prosciolto nell'inchiesta sui fondi neri Fininvest per prescrizione del reato,Nei bilanci della società della famiglia Berlusconi l'acquisto di diritti tv sarebbe stato esposto a valori superiori al reale per creare fondi neri,https://upload.wikimedia.org/wikipedia/commons/c/c0/Berlusconi_incaricato_premier_2008_-_2.jpg,"https://it.wikipedia.org/wiki/Procedimenti_giudiziari_a_carico_di_Silvio_Berlusconi#:~:text=Bilanci%20Fininvest%201988%2D1992,-Silvio%20Berlusconi%20%C3%A8&text=Nei%20bilanci%20della%20societ%C3%A0%20della,per%20intervenuta%20prescrizione%20del%20reato.",2003/02/13
"La Corte d'Assise d'Appello di Perugia deposita le motivazioni della condanna a Giulio Andreotti, ideatore dell'omicidio del giornalista ed editore Mino Pecorelli","La Corte d'assise d'Appello di Perugia ha ribaltato la sentenza di primo grado per l'omicidio di Mino Pecorelli, condannando a 24 anni il senatore a vita Giulio Andreotti ed egualmente a 24 anni Tano Badalamenti ritenuti entrambi mandanti dell'omicidio",https://www.corriere.it/Hermes%20Foto/2002/11_Novembre/17/andreotti--180x230.jpg,https://www.corriere.it/Primo_Piano/Cronache/2002/11_Novembre/17/andreotti.shtml,2003/02/13
Viene fondata la piattaforma web YouTube,"YouTube è una piattaforma web 2.0, fondata il 14 febbraio 2005 da Chad Hurley, Jawed Karim e Steve Chen, che consente la condivisione e visualizzazione in rete di contenuti multimediali (video sharing): sul sito è possibile vedere videoclip, trailer, cortometraggi, notizie, live streaming, slideshow e altri contenuti come video blog, brevi video originali.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTf4296-YNIH5GmtQznpe_qgBsLxCtQZBgUtg&usqp=CAU,"https://it.wikipedia.org/wiki/YouTube#:~:text=YouTube%20%C3%A8%20stato%20fondato%20il,passato%20avevano%20lavorato%20per%20PayPal.&text=YouTube%20%C3%A8%20il%20sito%20web,crescita%20nella%20sua%20storia%20decennale.",2005/02/14
"Iniziano le trasmissioni di Radio 105;
","Alle 15.40 del 16 febbraio 1976ebbero inizio le trasmissioni di Radio Studio 105 di tutte le radio cosiddette ""libere"" dell'epoca.",https://images.app.goo.gl/a3TCpbVQ4J8toXMQ7,http://93.42.126.186/approfondimenti/documenti/storia_radiotelefonia/private.asp,1976/02/16
Nascita dell'enciclopedia Treccani,"L’Istituto della Enciclopedia Italiana nacque a Roma il 18 febbraio 1925, come Istituto Giovanni Treccani per la pubblicazione della Enciclopedia Italiana e del Dizionario Biografico degli Italiani. ",https://images.app.goo.gl/WWdprPCTXsweGp1n6,https://www.treccani.it/istituto/la-nostra-storia/index.html,1925/02/18
 Pubblicazione su Le Figaro il Manifesto del Futurismo,"Il Manifesto del Futurismo fu scritto da Filippo Tommaso Marinetti e pubblicato nel febbraio 1909 a Parigi sul quotidiano Le Figaro con titolo Manifeste du Futurisme.  Presenta e descrive una raccolta concisa di pensieri, convinzioni e intenzioni dei Futuristi.",https://images.app.goo.gl/r6c5BXQ29WxqwsaNA,"https://it.wikipedia.org/wiki/Manifesto_del_Futurismo#:~:text=Il%20Manifesto%20del%20Futurismo%20fu,con%20titolo%20Manifeste%20du%20Futurisme.",1909/02/20
Legge  Merlin,"nel 1958 La legge abolì la regolamentazione della prostituzione, chiudendo le case di tolleranza e introducendo i reati di sfruttamento e favoreggiamento della prostituzione.",https://images.app.goo.gl/SPrjG652ESAw72oN6,https://it.wikipedia.org/wiki/Legge_Merlin,1958/02/20
Fondazione Partito Verde Europeo,"I Partiti Verdi Uniti per l'Europa è un partito politico europeo(portatore di nuove istanze sociali, ecologiche, pacifiste, di partecipazione democratica e di giustizia sociale) che raggruppa i partiti nazionali ecologisti attivi in tutta Europa, nell'Unione europea e al di fuori. Costituisce una delle quattro federazioni dei Global Greens.",https://images.app.goo.gl/1FmKKPkJ4b5YNGDn8,https://it.wikipedia.org/wiki/Partito_Verde_Europeo,2004/02/21
Primo contagiato di coronavirus in Italia,"Nella serata del 20 febbraio 2020 un uomo di 38 anni di Codogno si reca al pronto soccorso con una polmonite grave, dunque con sintomi riconducibili al Covid-19.",https://images.app.goo.gl/9pD9BEDv7SBm5of19,https://www.wired.it/scienza/medicina/2021/02/21/coronavirus-primo-caso-italia-codogno/,2020/02/21
 Luca Attanasio e Vittorio Iacovacci vengono uccisi in Congo,"L'ambasciatore italiano Luca Attanasio, il carabiniere della scorta  Vittorio Iacovacci e il loro autista sono rimasti vittime dell’attentato al convoglio Onu nella Repubblica democratica del Congo.",https://images.app.goo.gl/D68XbXEXLQTaK9Np9,https://www.latinatoday.it/cronaca/attentato-congo-luca-attanasio-vittorio-iacovacci-ricostruzione.html,2021/02/22
Va in scena  la prima dell'Enrico IV di Pirandello,"Un nobile del primo ‘900 prende parte a una mascherata in costume nella quale impersona Enrico IV; alla messa in scena prendono parte anche Matilde di Spina, donna di cui è innamorato, e il suo rivale in amore Belcredi.",https://images.app.goo.gl/RWPEv3SeqabhosFP6,"https://prospettiva.info/teatro-enricoiv-pirandello-prospettiva/#:~:text=Il%2024%20febbraio%201922%20va,rapporto%20tra%20finzione%20e%20verit%C3%A0.",1922/02/24
Giovanna Giammona viene uccisa per mano della criminalità organizzata,"Nell’ambito di una guerra tra clan, la famiglia Giammona fu sospettata, erroneamente, di essere coinvolta in un progetto che avrebbe portato al rapimento del figlio di Totò Riina. Giovanna Giammona, insieme a suo marito Francesco Saporito, furono uccisi mentre erano in auto. La donna riuscì a proteggere il figlio di un anno e mezzo che teneva in braccio. Uscì illeso anche l’altro figlio, che si trovava sul sedile posteriore. Per lo stesso motivo, un mese prima, il 28 gennaio, fu ucciso suo fratello,",https://images.app.goo.gl/Kix2FHgKMmAv1YBg9,https://www.wikimafia.it/wiki/Giovanna_Giammona,1955/02/25
Iniziano le trasmissioni di Radio Italia,"Radio Italia è un’emittente radiofonica FM nazionale italiana privata. È stata la prima radio privata a utilizzare un format, nello specifico di sola musica italiana.",https://images.app.goo.gl/i2VKJc8puU54inhy8,https://www.parmadaily.it/26-febbraio-1982-iniziano-le-trasmissioni-di-radio-italia/,1982/02/26
 Si celebrano i funerali solenni di Alberto Sordi,"Il 27 febbraio del 2003 oltre 250mila romani riempirono piazza San Giovanni per l'ultimo saluto ad Alberto Sordi. Alla cerimonia funebre di quello che è stato uno dei più grandi attori italiani parteciparono le massime cariche dello Stato. C'era l'allora presidente della Repubblica Carlo Azeglio Ciampi.

",https://images.app.goo.gl/RyUmYo5Yw7N7PrqJ9,https://roma.fanpage.it/centenario-alberto-sordi-il-27-febbraio-2003-i-funerali-di-albertone-con-250mila-romani/,2003/02/27
